time,x_pos,x_dot,theta,theta_dot,input_u
2.0,-0.16323182293453578,-0.09543834319684888,0.0058048180137825825,0.00562934170988252,-0.11144556049829554
2.02,-0.16530737748199917,-0.1113302471159026,0.006452662541852464,0.0568585688357692,-0.6906498187350603
2.04,-0.16765492263219348,-0.1227056016576856,0.007993236358706609,0.09519417131394962,-0.46855638891007473
2.06,-0.170188264691632,-0.1299811514816613,0.010185838395535995,0.12233887535410183,-0.26786246466651725
2.08,-0.17282973318980266,-0.13359158707271812,0.01282303894924767,0.13991756679424885,-0.08937867696117037
2.1,-0.17551043155390952,-0.13397732863844466,0.015728989443353242,0.1494597308269214,0.06680876236868034
2.12,-0.1781702246782453,-0.13157229906365098,0.018757315091343853,0.15238073926653023,0.2011903113719472
2.14,-0.18075750942001786,-0.1267943904893791,0.02178870265232676,0.14996988332861186,0.314701445691586
2.16,-0.1832288187092586,-0.12003830640870919,0.02472830709517672,0.14338405578896887,0.40860708026304743
2.18,-0.18554830364723252,-0.11167046731393049,0.027503079897518695,0.13364607133748121,0.4844016425493131
2.2,-0.18768713184613414,-0.10202568064559034,0.030059102400458896,0.12164670672530845,0.5437240687242416
2.22,-0.1896228344470744,-0.09140529340223627,0.03235899023503815,0.10814963896862403,0.5882867698106136
2.24,-0.1913386288263559,-0.08007656681418988,0.03437941937600879,0.09379855718211619,0.6198174608201253
2.2600000000000002,-0.1928227390177655,-0.06827303572447058,0.03610881084880538,0.07912581899019719,0.6400126517102692
2.2800000000000002,-0.19406773137427175,-0.056195639715873075,0.03754519945689228,0.06456211390537958,0.6505015544676898
2.3000000000000003,-0.19506987898039918,-0.044014437722192656,0.0386943020147154,0.05044668208649955,0.6528191566687073
2.32,-0.19582856480561436,-0.03187074217973532,0.0395677923467999,0.03703771645314808,0.6483872401573415
2.34,-0.19634573054612076,-0.019879532179826666,0.040181783609720495,0.024522648573676798,0.6385021766283845
2.36,-0.1966253755150467,-0.008132027174648058,0.040555513164326755,0.013028083715839063,0.6243284034229512
2.38,-0.19667310777985023,0.0033016767163031317,0.04071022112009028,0.002629207864478914,0.6068965671324213
2.4,-0.19649574797692307,0.01436998703823019,0.040668210641528195,-0.006641460509210436,0.5871054148993058
2.42,-0.19610098482008365,0.025037274380119042,0.040452076002240885,-0.01478605831453057,0.5657266096214957
2.44,-0.1954970802238098,0.035281458295294166,0.04008408305600556,-0.021834153652117622,0.5434117423533602
2.46,-0.19469262114548563,0.04509175423820244,0.03958568613641641,-0.02783632805469675,0.5207009104523833
2.48,-0.19369631467631798,0.05446660480210013,0.038977165276990994,-0.03285855953341825,0.49803232142706344
2.5,-0.19251682254225733,0.06341180908430752,0.03827736795397064,-0.036977381830284144,0.475752468498968
2.52,-0.19116263098076786,0.07193885615887949,0.03750354019739051,-0.040275780850768675,0.4541265035426795
2.54,-0.1896419519057529,0.08006346226455752,0.03667123280722446,-0.042839778793777476,0.43334850563573585
2.56,-0.18796265133330065,0.08780430627351149,0.03579426947676573,-0.044755649449432014,0.4135514085781878
2.58,-0.18613220119006338,0.09518195414507298,0.03488476480202945,-0.04610770396969588,0.3948164083314457
2.6,-0.1841576508418769,0.10221796024090109,0.03395318139121858,-0.04697658464059845,0.3771817214912242
2.62,-0.18204561494344024,0.10893413144086005,0.03300841653897189,-0.04743800434758296,0.3606506089259962
2.64,-0.17980227450406122,0.11535193881658554,0.03205791016156252,-0.047561871121612344,0.3451986149789926
2.66,-0.17743338837582212,0.12149206106566336,0.031107766874449803,-0.04741174002286965,0.3307800026344918
2.68,-0.17494431268764335,0.1273740438673544,0.030162886212369212,-0.04704453834606202,0.31733338933064725
2.7,-0.17234002606245083,0.13301605968587044,0.02922709603010194,-0.04651051444504099,0.30478660723575507
2.72,-0.16962515875779627,0.13843475322584764,0.028303285069831957,-0.04585336514471761,0.2930608263773712
2.74,-0.16680402415740986,0.14364515865486227,0.027393531533419068,-0.04511050154377233,0.28207398960251145
2.7600000000000002,-0.16388065130837123,0.14866067577873832,0.026499225253300295,-0.04431341785659647,0.27174361551102516
2.7800000000000002,-0.16085881744328018,0.15349309352678744,0.025621181715179523,-0.04348813267345586,0.26198902977240607
2.8000000000000003,-0.15774207964749576,0.15815265032572895,0.024759746752461474,-0.04265567653875586,0.25273308710108083
2.82,-0.1545338050276155,0.16264812217173402,0.023914891211465887,-0.04183260398823549,0.24390344607762202
2.84,-0.1512371989090457,0.16698693041699195,0.023086295283939677,-0.04103151209824874,0.2354334573697898
2.86,-0.14785533073850898,0.17117526244496623,0.022273422526173287,-0.04026155115367237,0.22726272308923723
2.88,-0.14439115749282755,0.1752181994981698,0.021475583839473174,-0.03952891622038568,0.2193373813331884
2.9,-0.14084754449981882,0.17911984693053493,0.020691991882370857,-0.038837311211199294,0.21161016567813332
2.92,-0.13722728366236037,0.18288346307479536,0.01992180652822742,-0.03818837946804287,0.20404028474554964
2.94,-0.13353310914447333,0.18651158373925888,0.019164172080061086,-0.03758209696337201,0.1965931621403798
2.96,-0.1297677106305435,0.19000614007675226,0.018418247014358156,-0.037017125971080686,0.18924007222825281
2.98,-0.12593374430744594,0.19336856820283854,0.017683227053736303,-0.03649112849669491,0.181957702492125
3.0,-0.1220338417462128,0.196599909484176,0.016958362370498383,-0.03600103991583281,0.17472766868921022
3.02,-0.11807061687674471,0.19970090087618278,0.016242969704662227,-0.03554330417774187,0.16753600478597436
3.04,-0.11404667125756784,0.2026720550681708,0.01553644014571312,-0.03511407261639982,0.16037264573190121
3.06,-0.10996459784429401,0.20551373050070787,0.014838243281253919,-0.03470936890395863,0.15323091757275595
3.08,-0.10582698345662862,0.20822619156144245,0.014147928361512728,-0.03432522300789222,0.14610704621668813
3.1,-0.10163641013571977,0.21080965944939625,0.013465123069359009,-0.033957777200186945,0.1389996933547843
3.12,-0.09739545557242889,0.21326435433112426,0.01278953042362316,-0.03360336723850041,0.13190952559444177
3.14,-0.09310669277366858,0.21559052950224006,0.012120924281194961,-0.033258581817508306,0.12483882077438695
3.16,-0.08877268911909203,0.21778849832130584,0.011459143842256126,-0.03292030329352962,0.11779111367353307
3.18,-0.08439600494480219,0.21985865470622654,0.010804087504370357,-0.03258573253456604,0.1107708818774529
3.2,-0.07997919177492353,0.22180148798177277,0.010155706355970016,-0.03225240055647216,0.10378327139855374
3.22,-0.07552479030628957,0.22361759284582883,0.009513997548715528,-0.031918169387282626,0.0968338607303915
3.24,-0.07103532823648483,0.22530767518599518,0.008878997741692594,-0.03158122436691052,0.08992846132368464
3.2600000000000002,-0.06651331801130167,0.2268725544312629,0.00825077676868023,-0.03124005984774107,0.08307295197285372
3.2800000000000002,-0.061961254554512214,0.22831316306907004,0.007629431642829251,-0.030893460020580348,0.07627314426958776
3.3000000000000003,-0.05738161303083357,0.22963054389906712,0.007015080980961757,-0.03054047635591261,0.06953467608797008
3.3200000000000003,-0.05277684668214775,0.23082584553378915,0.006407859902158877,-0.03018040292701163,0.06286292998978497
3.34,-0.048149384767447734,0.2319003165951416,0.005807915432089138,-0.02981275067246125,0.05626297345670767
3.36,-0.0435016306286046,0.2328552989957249,0.005215402425330979,-0.02943722146333787,0.0497395179481646
3.38,-0.03883595989685005,0.23369222063676884,0.00463048000241127,-0.02905368266607328,0.04329689393216684
3.4,-0.034154718848773566,0.23441258780071167,0.004053308486047533,-0.028662142736488736,0.03693903922586089
3.42,-0.029460222915579298,0.23501797746686867,0.0034840468117710494,-0.028262728243709227,0.030669498199764382
3.44,-0.024754755345235347,0.23551002973357352,0.0029228503813482783,-0.027855662604185948,0.02449142963334474
3.46,-0.020040566013892303,0.23589044048984367,0.002369869322851778,-0.02744124670506618,0.018407621250544993
3.48,-0.015319870380450414,0.2361609544440472,0.001825247118519159,-0.027019841511568506,0.012420509204455036
3.5,-0.01059484857632197,0.23632335858614714,0.001289119560363973,-0.02659185268357774,0.006532201014616597
3.52,-0.005867644621175295,0.23637947613367574,0.0007616139935768217,-0.026157717170978423,0.0007445006838211415
3.54,-0.0011403657546726858,0.23633116098938403,0.00024284880881783296,-0.02571789171385175,-0.004941065069598525
3.56,0.0035849181261550112,0.23618029272020585,-0.00026706685367850445,-0.025272843141112066,-0.010523220335444174
3.58,0.008306174934294233,0.23592877205242346,-0.0007680332228908237,-0.024823040338027735,-0.016000913988161662
3.6,0.013022065159309171,0.23679648600383604,-0.0012619227429991975,-0.028022700185707683,0.3209730207770806
3.62,0.017931442511603987,0.2532903493587252,-0.002351771376332839,-0.07851703443943163,0.7170606363875026
3.64,0.02312252411555105,0.2650910737446623,-0.004315243381649375,-0.11584275191416919,0.49218227496633904
3.66,0.028507434478334096,0.27274483870119903,-0.006911567316329408,-0.1420790328324079,0.28883012898661153
3.68,0.03400758070455516,0.27668824176633405,-0.009935295900524705,-0.15884579627742437,0.10776642472837783
3.7,0.03955317299288123,0.2773627474872735,-0.013212448257913071,-0.16766610590340233,-0.0509614341690262
3.72,0.04508319679053266,0.27520264099133,-0.016598378274754483,-0.16994792399216976,-0.18787411805956183
3.74,0.05054517128621674,0.2706256551180129,-0.01997534666066007,-0.1669725391426536,-0.3039297293990484
3.7600000000000002,0.0558947445279833,0.264025953106483,-0.023249919137937274,-0.15988857641566917,-0.40040921720408884
3.7800000000000002,0.06109516914632005,0.2557691554559341,-0.026350292202603667,-0.1497105843604132,-0.4788174040821917
3.8000000000000003,0.06611669655667823,0.24618911265922655,-0.029223628711212993,-0.13732128651276057,-0.5407988813162228
3.8200000000000003,0.07093592172165944,0.2355861433853613,-0.031833468264370654,-0.12347668177033282,-0.5880678077605035
3.84,0.07553510515236504,0.2242264789119752,-0.034157262020202736,-0.10881327532422062,-0.6223504983399135
3.86,0.07990149387529312,0.21234267795723025,-0.03618406816184418,-0.09385681702047083,-0.6453395970596962
3.88,0.08402665861752139,0.20013480050444202,-0.037912432700056106,-0.07903201517306901,-0.65865858768164
3.9,0.08790586048195248,0.18777215391080562,-0.039348470519147395,-0.06467277949946641,-0.663835393475568
3.92,0.09153745689418306,0.17539544886990016,-0.04050415345064003,-0.05103262598469382,-0.6622838474719974
3.94,0.09492235358923984,0.16311922613258006,-0.04139580554732157,-0.03829494845973198,-0.6552918690886178
3.96,0.09806350684700511,0.15103443689094165,-0.04204280048360356,-0.026582926175820483,-0.6440152554507393
3.98,0.10096547804999556,0.13921108011844827,-0.04246645197567881,-0.015968893596693217,-0.6294760806237962
4.0,0.10363394801035665,0.1274950209962972,-0.0426888061311101,-0.005865688281235721,-1.3357082778272775
4.0200000000000005,0.1058949815151618,0.09932150522143118,-0.04219014690213179,0.053641735768798625,-1.3519570988431182
4.04,0.10763957016802021,0.07591599749509519,-0.04063727434799469,0.09946220474872626,-1.1114145462190645
4.0600000000000005,0.10896138745641341,0.056974365760923115,-0.03829320674159271,0.13304873041374354,-0.8918010770946231
4.08,0.10994542953342631,0.04206498902438785,-0.03538558942901674,0.15609281121535964,-0.6943582464770264
4.1,0.11066790465613581,0.03074327019942323,-0.03210904435579455,0.1702008112865176,-0.5195123277429313
4.12,0.11119611755205745,0.0225655153274142,-0.02862711382543826,0.17687119130881737,-0.36703243739208563
4.14,0.11158860186207138,0.017099915696654148,-0.02507458336243449,0.17747916901603014,-0.2361724373181128
4.16,0.1118954459526945,0.013934956694050683,-0.02156004674092136,0.17326765631593682,-0.1257964057315246
4.18,0.11215876385796902,0.012685574867027932,-0.018168598512213082,0.16534340096642608,-0.03448792437471228
4.2,0.11241326945235436,0.01299737472213592,-0.014964559907192128,0.15467735189095586,0.03935621460512042
4.22,0.11268691803751356,0.01454920106174822,-0.011994162644888989,0.14210836415892658,0.0974470118838052
4.24,0.1130015852486036,0.017054342752680807,-0.009288131868045514,0.12834945875070947,0.1415379143335921
4.26,0.1133737584799915,0.020260621097543462,-0.006864124137561824,0.11399595053679391,0.1733719348230522
4.28,0.11381522085180955,0.023949591595744668,-0.004728989190199658,0.09953485311568842,0.19463998636495114
4.3,0.11433371206409816,0.027935062793548657,-0.0028808350780854656,0.08535505952222862,0.20694915582168064
4.32,0.11493355430844884,0.03206111090812777,-0.0013108854747932244,0.0717578820681113,0.21179965643091136
4.34,0.11561623473590578,0.03619974458311309,-5.1254826132538065e-06,0.058967611857949485,0.2105692412637188
4.36,0.11638093883307797,0.04024835096229155,0.0010542616460843073,0.04714182833650982,0.20450392433188058
4.38,0.11722503146270837,0.04412703259698594,0.0018876597017745073,0.036381251357404276,0.1947139362895863
4.4,0.11814448431285575,0.04777592476572598,0.0025169758606477964,0.026738982747745402,0.1821739322737913
4.42,0.11913425010660626,0.051152564724264514,0.002964774835184573,0.01822903139152399,0.16772656597041175
4.44,0.12018858519015328,0.054229368285444286,0.003253575781781783,0.0108340558234739,0.15208864282133144
4.46,0.12130132308012126,0.05699125495499257,0.003405295938725265,0.0045122916760807485,0.1358591634411322
4.48,0.12246610224968238,0.05943345057464402,0.0034408245969762717,-0.0007963414129752004,0.11952866346346251
4.5,0.12367655190449832,0.0615594859634717,0.0033797111246115425,-0.005164937072319214,0.10348934641409517
4.5200000000000005,0.12492643977901918,0.06337940128931287,0.0032399512690295044,-0.008675070450358705,0.08804559052661548
4.54,0.1262097861039122,0.06490815871255164,0.003037856756831176,-0.011412991739383777,0.07342448781166476
4.5600000000000005,0.127520947886346,0.0661642600800664,0.002787994219003743,-0.013466490486153882,0.05978614364914458
4.58,0.1288546775335143,0.06716856195764014,0.002503180619440626,-0.014922370619283245,0.04723352747574046
4.6000000000000005,0.13020615966014898,0.06794327692343398,0.002194523599438064,-0.01586447320580908,0.03582171980604008
4.62,0.13157102967381334,0.06851114765510845,0.0018714964211269198,-0.016372183219862554,0.025566448061511343
4.64,0.13294537744558477,0.06889477878688348,0.001542038459482559,-0.016519357630465067,0.016451843838384873
4.66,0.13432573906363604,0.06911611065670993,0.001212673424503568,-0.016373614504174547,0.00843738777949178
4.68,0.13570907934597146,0.06919601878430252,0.0008886386685708008,-0.015995926228912723,0.0014640356545456926
4.7,0.13709276746655244,0.06915402310563548,0.0005740200315036932,-0.015440464100378045,-0.004540458829521226
4.72,0.13847454773451087,0.06900809153782236,0.0002718876855425631,-0.014754646117947785,-0.009656991979201657
4.74,0.1398525072654696,0.06877452327101943,-1.5570642808586743e-05,-0.01397934469963429,-0.013971283665708508
4.76,0.14122504200184396,0.06846789820358262,-0.00028692188076896935,-0.01314921596992931,-0.01757072242129374
